problem_id,problem_description,problem_paper,problem_year,facts_id,fact_description,匹配_x,cases_id,case_description,匹配_y
7333,政府对乡村内生性合作金融组织的扶持力度不足，包括奖补措施、风险资金池建设、税收减免政策等未明确,乡村内生性合作金融组织的成长逻辑、现实问题与政策取向——基于农村金融改革试验区的多案例调查研究,2024,7333_2,2016年河南省兰考县获批全国唯一的国家级普惠金融改革试验区,1,7333_5,河南兰考县南马庄生态农产品专业合作社构建'三位一体'普惠金融模式，将生产合作、供销合作与信用合作结合，设立公益基金服务社区发展并提供差异化贷款服务,1
4768,区域水权在县域社会经历了怎样的运作过程？,区域水权及其科层权力运作,2018,4768_4,清水区灌区采用干渠、支渠、斗渠、农渠、毛渠五级输水体系，3个水管所管理62条斗渠的灌溉事务。,1,4768_3,黄灌局推行水票制，要求农户提前申报种植信息并购买水票，未购水票视为放弃水权且需履行罚款手续。,1
4378,农业经营形态从家庭经营向规模经营转变过程中如何捕获多种形式的规模经济,我国农业经营体制的40年演变与未来走向,2018,4378_5,2016年全国农民工中41岁以上农一代占46.3%，40岁以下农二代占53.7%,1,4378_2,深圳市总工会2010年对5000个样本的调查发现，新生代农民工中64.6%没有务农经历且仅4.3%愿意回农村务农,1
4378,农业经营形态从家庭经营向规模经营转变过程中如何捕获多种形式的规模经济,我国农业经营体制的40年演变与未来走向,2018,4378_5,2016年全国农民工中41岁以上农一代占46.3%，40岁以下农二代占53.7%,1,4378_1,贵州省湄潭县实施近30年的‘生不增、死不减’试验表明，在工业化城镇化时代，新增农村人口可通过其他领域谋生甚至生活得更好,1
5254,如何通过农村电商实现“工业品下行”满足农村市场消费需求？,乡村振兴视角下农村电商如何优化“工业品下行”路径——基于“双链”耦合机制的扎根研究,2019,5254_2,2018年全国农村网民数量达2.11亿,1,5254_1,遂昌网店协会提供电商培训、平台搭建、物流建设及营销服务，如麦特龙仓储超市为农产品上行提供物流方案,1
554,水资源短缺、污染与耕地资源匹配失衡对粮食生产的影响,基于粮食安全的资源高效配置问题探讨,2010,554_5,我国农业科技成果转化率不足，每年6000多项成果实际应用不足,1,554_1,长江三峡水库建设淹没耕地3万多公顷，通过土地占补平衡措施补充的耕地质量下降,1
554,水资源短缺、污染与耕地资源匹配失衡对粮食生产的影响,基于粮食安全的资源高效配置问题探讨,2010,554_5,我国农业科技成果转化率不足，每年6000多项成果实际应用不足,1,554_3,河北省小麦生产案例：三次灌溉耗水量400立方米/亩，产量400公斤/亩，揭示水资源约束强度,1
6994,如何应对我国食物自给率持续下降的挑战，确保新发展阶段食物安全综合保障能力的提升,大食物观：结构变化、政策涵义与实践逻辑,2023,6994_1,1991-2022年间，我国小麦人均消费量从79.6公斤下降至65.1公斤，大米人均消费量从86.8公斤下降至75.6公斤,1,6994_2,韩国自20世纪70年代后期主食消费转为下降趋势，肉蛋奶蔬菜水果等消费快速增加，至2022年人均肉类消费达62.9公斤，显著高于我国同期水平,1
1305,新型农村金融机构信贷资金来源受限导致可持续经营困境,农村金融增量改革实施效果研究,2012,1305_4,490家村镇银行平均注册资本达6300万元，其中130家超10亿元,1,1305_3,大庆市小额贷款公司运营案例：13家开业机构中11家位于市区，服务对象主要为市区中小企业和个体工商户，农户贷款比例极低,1
1305,新型农村金融机构信贷资金来源受限导致可持续经营困境,农村金融增量改革实施效果研究,2012,1305_4,490家村镇银行平均注册资本达6300万元，其中130家超10亿元,1,1305_1,2011年7月银监会批准开业的23家村镇银行案例：仅4家落户乡镇，19家设立在县及以上行政区，6家安徽村镇银行均定位县城客户,1
2315,粮食行业组织结构不优化导致物流无序现象大量存在,基于粮食安全视角的粮食行业结构优化研究,2013,2315_5,利用世行贷款建设的4条粮食中转运输走廊（东北、长江、西南、京津）形成2600万吨中转能力,1,2315_1,2010年东北产粮区外商与国内粮食企业抢购粮食现象，暴露国有粮食企业对粮源掌控薄弱,1
3766,如何解决我国乡村治理中农民主体地位缺失问题,发达国家乡村治理的典型模式与经验借鉴,2016,3766_1,日本造村运动培育了水产品、香菇、牛等特色农业产业基地,1,3766_1,日本大分县造村运动通过'一村一品'发展特色农业产业链,1
3766,如何解决我国乡村治理中农民主体地位缺失问题,发达国家乡村治理的典型模式与经验借鉴,2016,3766_1,日本造村运动培育了水产品、香菇、牛等特色农业产业基地,1,3766_8,加拿大建立跨部门农村工作小组和农村对话机制开展协作治理,1
466,基层登记机关对《农民专业合作社法》和《农民专业合作社登记管理条例》的理解不一致，导致合作社登记管理尺度不统一,论农民专业合作社的规范化——从合作社的真伪之辩谈起,2010,466_4,国家工商总局统计显示截至2008年9月全国注册合作社7.96万个，实际成员108.15万人，人均成员13.58人,1,466_2,山东省H奶牛合作社由乡兽医站领办，兽医站设施名义出资但未列入法定出资清单。理事长Z某（兽医站站长）支配公共资源，导致入社与非入社农户在公共服务获取上存在差异,1
5292,在人多地少、土地极度细碎化的农业资源禀赋约束下，中国为何能够成功地将机器引入农业生产？,新中国成立70年来我国农业机械化的阶段性演变与发展趋势,2019,5292_7,2004-2019年间15年中央一号文件持续关注农机化发展，2016年财政投入达975亿元,1,5292_2,2004年后以江苏沛县为代表的农机跨区服务产业集群成为农机化发展亮点,1
5292,在人多地少、土地极度细碎化的农业资源禀赋约束下，中国为何能够成功地将机器引入农业生产？,新中国成立70年来我国农业机械化的阶段性演变与发展趋势,2019,5292_7,2004-2019年间15年中央一号文件持续关注农机化发展，2016年财政投入达975亿元,1,5292_3,1995年后北方小麦主产区机收服务扩散至水稻等作物，形成跨区机耕、机播服务网络,1
5292,在人多地少、土地极度细碎化的农业资源禀赋约束下，中国为何能够成功地将机器引入农业生产？,新中国成立70年来我国农业机械化的阶段性演变与发展趋势,2019,5292_7,2004-2019年间15年中央一号文件持续关注农机化发展，2016年财政投入达975亿元,1,5292_4,2008年成都作为农地确权试验区，2014年安徽等三省整省推进确权颁证工作,1
4960,如何在乡村振兴战略中实现农民主体地位的落实与提升,回顾40年农业农村改革 推进乡村振兴战略实施——中国农业经济学会2018年年会暨学术研讨会综述,2019,4960_2,农村剩余劳动力向城市和非农产业转移导致'老龄化'、'女性化'现象出现,1,4960_3,贵州省通过农地产权制度改革激活经济组织的案例，包含赋予农户更多产权、稳定产权制度、激活农地产权三阶段改革实践,1
4960,如何在乡村振兴战略中实现农民主体地位的落实与提升,回顾40年农业农村改革 推进乡村振兴战略实施——中国农业经济学会2018年年会暨学术研讨会综述,2019,4960_2,农村剩余劳动力向城市和非农产业转移导致'老龄化'、'女性化'现象出现,1,4960_5,法国通过阶段性政策、区域平衡化措施、多层次农民教育体系实现乡村振兴的案例，包含教育体系构建与政策递进特征,1
4960,如何在乡村振兴战略中实现农民主体地位的落实与提升,回顾40年农业农村改革 推进乡村振兴战略实施——中国农业经济学会2018年年会暨学术研讨会综述,2019,4960_2,农村剩余劳动力向城市和非农产业转移导致'老龄化'、'女性化'现象出现,1,4960_2,江西省农业发展中的六项改革措施案例，包括深化供给侧改革、三产融合体系构建、高标准农田建设等具体实践路径,1
4960,如何在乡村振兴战略中实现农民主体地位的落实与提升,回顾40年农业农村改革 推进乡村振兴战略实施——中国农业经济学会2018年年会暨学术研讨会综述,2019,4960_2,农村剩余劳动力向城市和非农产业转移导致'老龄化'、'女性化'现象出现,1,4960_4,甘肃定西自然条件严酷地区通过体制创新、资源开发、生态改善实现精准扶贫的案例，包含打破僵化体制、立足资源优势等四点实践,1
4960,如何在乡村振兴战略中实现农民主体地位的落实与提升,回顾40年农业农村改革 推进乡村振兴战略实施——中国农业经济学会2018年年会暨学术研讨会综述,2019,4960_2,农村剩余劳动力向城市和非农产业转移导致'老龄化'、'女性化'现象出现,1,4960_1,吉林省依托产业积淀、山水资源、地形地貌等禀赋，通过田园综合体建设助推乡村振兴的实践案例，包含特色定位（宜工则工、宜农则农）与文明建设路径,1
2489,如何科学界定家庭农场的规模下限与上限,论家庭农场：优势、条件与规模,2014,2489_1,2011年大陆城镇人口增加2100万，乡村人口减少1456万,1,2489_1,山东苹果种植家庭农场案例：夫妻两人劳动力经营5亩果园,1
6155,政府干预过度导致农业经营主体行为扭曲与经营制度异化,论市场在乡村振兴中的地位与作用,2021,6155_6,农村集体资源资产市场化存在三大约束：土地承包权有偿交易受限、农民房屋买卖禁止、股权对外交易受限,1,6155_3,生态产业化案例：通过水权交易、碳汇交易、排污权交易实现生态资源直接市场价值转化,1
213,如何建立生态农业的激励机制以克服既得利益集团的路径依赖,中国农业发展方向的转变和政策导向_基于国际比较研究的视角,2010,213_2,2007年中央一号文件提出农业多功能性开发，包含食品保障、原料供给等6大功能,1,213_3,中国农村劳动力价格显化案例：1992年后农民打工收入比重超农业收入，导致有机农业缺乏竞争优势,1
7351,共富型现代乡村产业体系构建不完善,共同富裕视角下现代乡村产业体系构建：主要模式与路径优化,2024,7351_1,2022年全国粮食播种面积达118332千公顷，总产量连续8年稳定在1.3万亿斤以上，单产每公顷5802千克,1,7351_3,浙江浦江县葡萄产业通过数字化管理平台和区块链技术实现全产业链发展，打造超级葡萄农场，布局专业物流中心，2020年产值达11.4亿元,1
2497,如何科学分类城镇化建设项目并合理界定政府与市场的作用边界以完善投资机制,我国新型城镇化建设的投资机制分析,2014,2497_4,2012年农村居民人均纯收入为7916.58元，城镇居民人均可支配收入为26958.99元,1,2497_1,美国通过PPP和PFI等项目融资方式引导民间资本参与城市建设，日本通过PFI事业推进基础设施民营化,1
2497,如何科学分类城镇化建设项目并合理界定政府与市场的作用边界以完善投资机制,我国新型城镇化建设的投资机制分析,2014,2497_4,2012年农村居民人均纯收入为7916.58元，城镇居民人均可支配收入为26958.99元,1,2497_3,民营经济参与农村社区建设通过集资入股方式解决资金缺口问题,1
515,一些合作社组建、运行不够规范，存在农民'重得益、轻参与'现象，村组干部主导导致民主管理缺失,关于江苏省农村土地股份合作社发展情况的调研报告,2010,515_6,上林村合作社章程第50条明确土地承包经营权不承担破产清偿责任，仅以等额货币（每亩5000元）承担偿债份额,1,515_3,洪中合作社允许村外农户入股，章程第5条明确承认非本社区农户的股东资格,1
88,在农村劳动力转移规模不同的样本中，农业收入和非农收入对贫困状态的影响是否存在差别,农业发展、劳动力转移与农村贫困状态的变化——分地区研究,2010,88_4,Cobb-Douglas生产函数扩展模型包含地区虚拟变量与农业/非农收入的交互项,1,88_1,选取辽宁、黑龙江、河北（人均农业资源丰富地区）和云南、湖南、山西（人均农业资源匮乏地区）作为对比样本，发现前者的农业从业人员比重（约30%）和农业收入比重（约35%）均低于后者的50%和60%，验证了农业资源禀赋差异对扶贫效果的影响,1
4758,如何建立以风险保障水平差异化为导向的分层次农业保险产品体系,改革开放40年我国农业保险制度的演进轨迹及前路展望,2018,4758_3,农共体至2018年可提供3600亿元农业再保险风险保障,1,4758_1,1987年起中国人保与地方政府实施中央与地方财政五五分成所得税、调节税的共享收益模式,1
4727,农村土地制度改革滞后，承包地宅基地流转受限且财产性收益缺失,一亿农业转移人口市民化的难题研究,2018,4727_1,2016年全国农民工总量28171万人，其中进城农民工13585万人,1,4727_1,2014年湖北实行城乡统一户口登记制度改革，拆除显性户籍墙但隐性福利差异仍存,1
5593,缺乏营养扶贫对多维贫困影响的实证研究,营养扶贫_助力健康扶贫与推进精准扶贫的新模式——基于国内外研究的文献综述,2020,5593_2,截至2018年因病致贫、因病返贫的贫困户已脱贫581万户,1,5593_3,中国发展研究基金会‘阳光校餐’项目通过数据平台监测9200余所学校营养改善计划实施情况,1
1554,如何构建猪肉加工企业与生猪养殖户间质量安全交易的委托代理模型，以实证分析追溯系统后向控制绩效的实现机制,猪肉加工企业质量安全追溯系统后向控制绩效研究,2012,1554_3,生猪出栏平均重量110公斤/头，现货市场均价11.73元/公斤，对应保留效用1290元/头,1,1554_3,Resende-Filho和Buhr(2008)以肉牛防疫注射点选择为对象的委托代理模型研究，分析疫苗注射成本、追溯系统成本等参数对绩效的影响,1
1554,如何构建猪肉加工企业与生猪养殖户间质量安全交易的委托代理模型，以实证分析追溯系统后向控制绩效的实现机制,猪肉加工企业质量安全追溯系统后向控制绩效研究,2012,1554_3,生猪出栏平均重量110公斤/头，现货市场均价11.73元/公斤，对应保留效用1290元/头,1,1554_1,Starbird和Amanor-Boadu(2006)构建的食品生产组织间委托代理模型，揭示追溯系统精确度、不安全食品成本及成本分摊比例对供应者质量安全行为的影响机制,1
5664,如何在较短时间内通过政策倾斜解决深度贫困地区发展问题,中国农业农村发展七十年:成就、经验与展望,2020,5664_2,农村集体经济组织除经济功能外还承担乡村治理和公共服务功能，运行成本增加且市场竞争力弱化,1,5664_4,新疆南疆科技小院产业化模式，包括科技小院+企业、科技小院+电商等精准脱贫实践,1
7213,如何将三产融合的动能转换为促进农民农村共同富裕的强大动力,三产融合促进农民农村共同富裕：逻辑机理与实践路径,2023,7213_3,湖北省潜江市虾稻综合产值超过600亿元，带动20余万人就近就业,1,7213_2,贵州省榕江县两汪乡通过'一产向后延'模式发展万亩茶园，建立劳务合作社帮助弱劳动力群体，采用'低保兜底+公益岗位'保障就业，通过'返租倒包'提高茶农收入，实现公平式发展,1
7213,如何将三产融合的动能转换为促进农民农村共同富裕的强大动力,三产融合促进农民农村共同富裕：逻辑机理与实践路径,2023,7213_3,湖北省潜江市虾稻综合产值超过600亿元，带动20余万人就近就业,1,7213_1,陕西省延安市宝塔区冯庄乡通过党建引领特色果蔬种植与红色旅游融合，利用统一技术管理发展大棚蔬菜产业，改造闲置窑洞为红色民宿，构建'农户-协会-直营店'产销模式，实现繁荣式增长,1
6014,如何改革与完善现有的国内粮食支持政策体系，使其既能符合中国粮食安全需求又能适应国际规则要求，从而避免不必要的国际争端麻烦和国际舆论压力,高水平开放下我国粮食安全的非传统挑战及政策转型,2021,6014_2,2001-2019年中国农产品贸易额从279亿美元增至2300.7亿美元，进口额由118.5亿美元增长到1509.7亿美元，出口额由160.5亿美元增至791.0亿美元,1,6014_2,1996年中国大豆由净出口转为净进口，净进口量从不足100万吨增长到2019年的8800万吨，谷物类产品在2009-2011年间相继出现全面净进口，2001-2017年粮食净进口量从959.2万吨增至12782.0万吨,1
6014,如何改革与完善现有的国内粮食支持政策体系，使其既能符合中国粮食安全需求又能适应国际规则要求，从而避免不必要的国际争端麻烦和国际舆论压力,高水平开放下我国粮食安全的非传统挑战及政策转型,2021,6014_2,2001-2019年中国农产品贸易额从279亿美元增至2300.7亿美元，进口额由118.5亿美元增长到1509.7亿美元，出口额由160.5亿美元增至791.0亿美元,1,6014_1,2016年9月美国以中国对稻谷、小麦、玉米的国内支持超出入世承诺为由向WTO提起诉讼，2019年2月WTO专家组裁定中国对小麦、粳稻、籼稻的补贴违反《农业协议》第3.2条和6.3条,1
5014,农业保险赔偿金额过低导致风险管理功能失效：保险赔偿仅覆盖部分物化成本，无法弥补土地租赁和劳动力成本上升带来的损失，无法满足农户风险分散需求。,风险管理VS收入支持_我国政策性农业保险的政策目标选择研究,2019,5014_1,2007-2015年中央财政保费补贴累计780多亿元，农户实际承担约5元/亩保费。,1,5014_2,辽宁、吉林试点大灾保险：基于户均耕地面积大导致单产损失后获赔金额较高（340.66元/329.18元），但赔偿占家庭收入比重仍与其他省份无显著差异。,1
3989,中国农业‘适度规模经营’的现实含义是什么？,农地经营规模_国际经验与中国的现实选择,2017,3989_5,全球31国1960-2012年数据显示，乡村人口与农业劳动力存在强相关性（回归模型Ln(农业劳动力)=0.887×Ln(农村人口)）。,1,3989_2,美国通过劳动节约型技术（如机械）的广泛应用，在农业劳动力大幅下降背景下实现农场规模扩大，1980-2010年间劳动生产率增长21.1倍，而土地生产率仅增长1.4倍，形成与欠发达国家完全相反的技术演进路径。,1
2366,如何在中国土地上使家庭农场制度生根发芽并避免急躁冒进或抑制创新,我国家庭农场人力资源开发的途径探索,2013,2366_2,现代家庭农场的特征包括信息管理作用增强、预测技术研究增加、组织形式创新（租赁/联合经营）及环境保护与营销结合,1,2366_1,美国家庭农场通过商业化经营、合作社制度和农业政策推动现代农业发展的案例，包括其200多年农业政策目标（提高生产效率、稳定农场收入、促进农村发展）及农产品商品化率提升的实践,1
1735,禁牧政策执行和监督力度不足，存在地域宽广、监管成本高、基础设施缺乏等问题,草地禁牧政策实施中存在的问题与对策建议——以新疆为例,2012,1735_5,2009年新疆牧业县农牧民人均收入4767.86元，其中牧民人均收入2721.8元,1,1735_2,2011年新疆牧区禁牧补助标准5.5元/亩，牧民100亩草场禁牧补贴550元，低于不禁牧放羊收入5000元，造成牧民经济收益显著下降,1
1735,禁牧政策执行和监督力度不足，存在地域宽广、监管成本高、基础设施缺乏等问题,草地禁牧政策实施中存在的问题与对策建议——以新疆为例,2012,1735_5,2009年新疆牧业县农牧民人均收入4767.86元，其中牧民人均收入2721.8元,1,1735_1,新疆富蕴县等六个典型牧业县的调查资料显示，73.79万牧民人均草场1165.5亩但定居户均饲草料地仅10亩，导致大量牧民违规放牧,1
4622,户籍制度障碍导致的工资歧视、社会保障程度低、子女教育受限等问题,农民工的城市融入：现状、变化趋势与影响因素——基于2011—2015年29省农民工家庭调查数据的研究,2018,4622_3,2014年农民工家庭人均收入16825元，低于城镇居民人均可支配收入28844元,1,4622_1,新生代农民工脱离农村社会养老保险并逐渐融入城镇职工养老保险体系的代际差异案例，通过2013-2015年数据对比显示80后农民工城镇职工养老保险覆盖率从2013年上升至2015年，而老一代农民工该比例始终低于80后,1
6717,生猪生产与猪肉消费变化导致农牧关系分离、市场价格波动加剧、地方种质资源流失、优质猪肉供给不足等问题,中国生猪养殖业高质量发展的现实需求、内涵特征与路径选择,2022,6717_5,欧美国家每头能繁母猪年提供27-28头仔猪（PSY），中国仅为20头左右,1,6717_1,“南猪北养、东猪西进”格局形成后，生猪主产区与主销区距离扩大，导致活体运输损耗、疫病传播风险增加及饲料产能区域错配,1
83,农村金融服务于三农发展的动力不足,新形势下推进农村金融服务创新的现实思考——基于城乡综合配套改革试验区重庆的调查,2010,83_2,全国31个省份中仅有山东、江苏、浙江等8省农村银行业金融机构存贷比超过平均水平,1,83_3,重庆北碚、万州、石柱、长寿、云阳5个区县12个乡镇24个村2000户农户调查显示70%受调查农户有金融服务需求但仅有20%获得信贷支持，愿意通过金融机构融通资金的农户占比不足30%,1
6238,如何有效平衡外部治理环境优化与内部治理结构设置以促进土地流转市场发育？,基于外部治理环境与内部治理结构视角的土地流转市场发育研究,2021,6238_1,截至2018年底，全国完成承包地确权登记面积14.8亿亩，占实测面积比例待补充,1,6238_1,上海松江村集体主导型治理结构：村集体承担土地流转决策权、家庭农场考核权及土地利用监督权，建立流转退出机制,1
774,战略性农产品期货价格与现货价格之间是否存在引导关系？如果存在，是期货价格引导现货价格，还是现货价格引导期货价格，或者两者相互引导？,我国战略性农产品期货市场价格发现功能及效率研究——以大豆为例,2011,774_1,大连商品交易所黄大豆2号合约于2004年12月2日推出，研究选取2005年1月至2009年8月的周交易数据，共232个样本。,1,774_4,马正兵（2005）应用交叉谱分析方法考察大豆期货与现货价格的领先-滞后关系，发现大豆期货价格虽未呈现小麦市场的明显特征，但仍能反映现货市场供求状况。,1
774,战略性农产品期货价格与现货价格之间是否存在引导关系？如果存在，是期货价格引导现货价格，还是现货价格引导期货价格，或者两者相互引导？,我国战略性农产品期货市场价格发现功能及效率研究——以大豆为例,2011,774_1,大连商品交易所黄大豆2号合约于2004年12月2日推出，研究选取2005年1月至2009年8月的周交易数据，共232个样本。,1,774_1,Shigeru（2001）对大阪堂岛谷物期货市场1760—1864年月度数据与现货数据进行协整分析，发现二者具有长期稳定关系，验证了该期货市场价格发现功能的存在。,1
774,战略性农产品期货价格与现货价格之间是否存在引导关系？如果存在，是期货价格引导现货价格，还是现货价格引导期货价格，或者两者相互引导？,我国战略性农产品期货市场价格发现功能及效率研究——以大豆为例,2011,774_1,大连商品交易所黄大豆2号合约于2004年12月2日推出，研究选取2005年1月至2009年8月的周交易数据，共232个样本。,1,774_5,刘晓宇（2006）以大连商品交易所豆粕期货为对象，通过自回归模型、方差分解等方法研究期现货价格动态关系，量化期货市场在价格发现中的作用。,1
774,战略性农产品期货价格与现货价格之间是否存在引导关系？如果存在，是期货价格引导现货价格，还是现货价格引导期货价格，或者两者相互引导？,我国战略性农产品期货市场价格发现功能及效率研究——以大豆为例,2011,774_1,大连商品交易所黄大豆2号合约于2004年12月2日推出，研究选取2005年1月至2009年8月的周交易数据，共232个样本。,1,774_6,王健、黄祖辉（2006）利用协整检验和Granger因果检验对我国大豆期货市场价格发现功能进行实证研究。,1
774,战略性农产品期货价格与现货价格之间是否存在引导关系？如果存在，是期货价格引导现货价格，还是现货价格引导期货价格，或者两者相互引导？,我国战略性农产品期货市场价格发现功能及效率研究——以大豆为例,2011,774_1,大连商品交易所黄大豆2号合约于2004年12月2日推出，研究选取2005年1月至2009年8月的周交易数据，共232个样本。,1,774_2,Santos（2002）基于美国芝加哥谷物交易所（CBOT）1887—1900年玉米和小麦期货与现货市场价格数据，利用回归分析及协整检验验证了早期芝加哥谷物期货市场价格发现功能的有效性。,1
3109,农业发展需要的长期资金极度缺乏，而当前对农业和农村的信贷供给几乎都是短期的,美国农场信贷体系及其启示,2015,3109_2,截至2011年美国农场信贷体系仅存4个农场信贷银行、1个农业信贷银行、81个农场信贷协会母公司和3个独立联邦土地信贷协会,1,3109_2,20世纪80年代美国农业贷款损失导致国会通过《1985年农场信贷法案修正案》和《1987年农业信贷法案》，通过发行国债筹资40亿美元救助体系,1
3452,农地确权颁证仍未完成，农地流转市场不规范和不活跃，导致抵押物处置困难,农民土地承包经营权抵押融资改革分析,2015,3452_4,枣庄市2008年9月发布《关于推行农村土地使用产权改革试点工作的意见》，建立三级产权交易所体系,1,3452_2,枣庄市'三位一体'改革案例，通过'一证一所一社'制度分离土地三权，2008年试点颁发农村土地使用产权证，建立三级产权交易市场，2012年后完善改革并成立土地担保公司，形成土地合作社抵押融资模式,1
7696,如何处理农村土地所有权归属不清晰与农民权益保障之间的制度矛盾,怎样赋予农民更加充分的财产权益,2024,7696_2,2019年农村集体产权制度改革清查核实账面资产总额6.5万亿元，其中经营性资产3.1万亿元,1,7696_4,2015年开始的农村宅基地制度改革试点，在北京市大兴区等33个县市开展为期三年的改革探索,1
7696,如何处理农村土地所有权归属不清晰与农民权益保障之间的制度矛盾,怎样赋予农民更加充分的财产权益,2024,7696_2,2019年农村集体产权制度改革清查核实账面资产总额6.5万亿元，其中经营性资产3.1万亿元,1,7696_3,2014-2016年农村集体资产股份权能改革试点，在29个省份各选1个县市开展股份合作改革,1
7696,如何处理农村土地所有权归属不清晰与农民权益保障之间的制度矛盾,怎样赋予农民更加充分的财产权益,2024,7696_2,2019年农村集体产权制度改革清查核实账面资产总额6.5万亿元，其中经营性资产3.1万亿元,1,7696_1,1949年新中国成立初期的土地改革实践，包括分田地、大牲畜、农具和房屋给农民，建立以私有制为主的产权制度,1
6304,不同农业经营主体在绿色生产转型中的优先序与主要矛盾不明确,从系统科学视角探讨农业生产绿色转型,2021,6304_5,2020年三大主粮化肥、农药利用率分别达到农业农村部统计数据,1,6304_2,都江堰水利工程作为基于自然的解决方案（NbS）的典型案例,1
6304,不同农业经营主体在绿色生产转型中的优先序与主要矛盾不明确,从系统科学视角探讨农业生产绿色转型,2021,6304_5,2020年三大主粮化肥、农药利用率分别达到农业农村部统计数据,1,6304_1,节水灌溉技术与病虫害绿色防治技术应对干旱洪涝频发的实践案例,1
1252,品质优良的粮食品种难以满足城乡居民生活与加工需求，粮食质量安全隐患严重,关于中国粮食安全战略的思考,2011,1252_5,提出坚守耕地18亿亩红线，建立耕地质量监测网络，实施土地整理复垦和中低产田改造工程,1,1252_2,东北、黄淮海和长江流域等粮食核心产区通过科技创新（如良种推广、节水灌溉技术、高产栽培技术）和基础设施改善，成为粮食增产的主要支撑区域,1
600,乳制品结构趋同导致产品附加值低,中国奶业危机产生的根源及对策分析,2010,600_5,2008年9月21日-11月18日全国奶农倒奶13.2万吨奶价下降0.20元/公斤,1,600_2,2006年玉米价格上涨后部分地区出现倒奶杀牛现象,1
6740,如何构建土地出让收入支持乡村振兴的潜在障碍因素指标体系,土地出让收入支持乡村振兴潜在障碍因素及化解路径,2022,6740_1,2001年土地出让收入占地方预算收入比例为16.6%（1295.9/7803.3）,1,6740_4,广西2020年征地区片综合地价与农业收益对比案例，验证土地流转意愿的普遍性,1
6740,如何构建土地出让收入支持乡村振兴的潜在障碍因素指标体系,土地出让收入支持乡村振兴潜在障碍因素及化解路径,2022,6740_1,2001年土地出让收入占地方预算收入比例为16.6%（1295.9/7803.3）,1,6740_2,沈阳市2017年征地区片地价与耕种收益对比案例，揭示农地征收补偿与农业收益的时间成本差异,1
5980,农村宅基地产权归属不清晰、权能不完整，如何通过改革赋予农民完整财产权？,破解农村宅基地制度改革难题之道,2021,5980_1,民法典第208条、209条规定宅基地需通过登记确权，未经登记不发生法律效力。,1,5980_1,重庆市地票交易制度：通过复垦闲置宅基地为耕地形成地票指标，城市用地企业竞价购买指标后向政府申请供地，实现城乡土地置换平衡。复垦费用3.7万元/亩，地票成交价最高达30万元/亩，收益分配为农户70%、集体30%用于公共设施。,1
2314,现行粮食行业业务结构不合理导致粮食流通链阻梗和脱节，影响流通效率与粮食安全,基于粮食安全视角的粮食行业结构优化研究,2013,2314_1,2011年全国粮库总数18226个，总仓容41799万吨，其中有效仓容37451.2万吨,1,2314_1,2010年东北产粮区外商与国内粮食企业抢购粮食现象，暴露国有粮食企业对粮源掌控薄弱,1
3909,涉农金融工具与农业生产结合度不足，缺乏差异化、专业化的金融产品,新时期我国农村金融改革效果评估_基于总体的视角,2016,3909_4,2014年末农信社总资产8.83万亿元，税后利率829.8亿元,1,3909_3,农村信用社改制形成1596家统一法人农信社、665家农村商业银行、89家农村合作银行,1
2549,我国集体土地征收补偿的产值倍数法是否达到了确保被征地农民原有生活水平不降低、长远生计有保障的要求？,土地征收_公正补偿_内涵及其实现——基于域外经验与本土观的比较,2014,2549_2,我国《土地管理法》第47条规定耕地征收补偿为前三年平均年产值的30倍封顶，安置补助费最高15倍。,1,2549_2,我国集体土地征收补偿制度改革中形成的“确保被征地农民生活水平不降低、长远生计有保障”原则、统一年产值标准、区片综合地价、就业扶助、社会保障制度等本土化制度创新。,1
5352,金融产品与服务创新能力不足，难以满足农村多元化市场需求,农村信用社发展制度性困境与深化改革的对策——以陕西省为例,2019,5352_4,2015年末陕西省农信社不良贷款率为5.13%，高于同期商业银行平均水平,1,5352_1,陕西省政府成立秦农农商银行和丝绸之路农商银行发展联盟，探索省联社改革新路径,1
5352,金融产品与服务创新能力不足，难以满足农村多元化市场需求,农村信用社发展制度性困境与深化改革的对策——以陕西省为例,2019,5352_4,2015年末陕西省农信社不良贷款率为5.13%，高于同期商业银行平均水平,1,5352_3,农信社发放银行卡1644万余张并安装2749台ATM机，通过自助设备推广普惠金融服务,1
2154,农产品生产者难以获取充分的市场信息和物流信息，导致盲目生产问题突出。,农产品产销对接模式和机制创新研究,2013,2154_1,我国农民专业合作社和农业龙头企业数量在不断增加，但总体农业组织化程度仍较低。,1,2154_1,在'农超对接'模式中，连锁超市需要规模化、标准化、品种多样化和连续性的农产品供给，但大多数农民专业合作社运营能力弱，难以满足超市现代化经营要求。,1
6616,如何应对农业资源约束与农业生产效益低下对粮食数量安全的威胁,中国食物系统的结构、演化与展望,2022,6616_2,农业机械总动力从1978年的11750万千瓦增长到2020年的105550万千瓦，增长9.0倍,1,6616_2,食品工业子系统演化案例：规模以上食品工业企业数量从2000-2018年增加21790个，主营业务收入增长11.9倍，形成农副食品加工、食品制造、酒饮茶制造的层级结构,1
